,fold-change CB,fold-change MB
MAVS,0.2941489934849347,-0.10959181044490302
MX1,0.7201734360786787,0.37737710610652825
MX2,0.38793034743057053,-0.2644128974445351
NFKB1,0.3794151952841777,-0.2615768995740896
NFKB2,0.1167132174127083,-0.3205735068863963
NOD2,0.43807870085507494,-0.4278734193149975
RIPK2,0.42125278335152716,-0.10758070622142728
NOS1,inf,-0.13725485616507402
NOS2,0,0
NOS3,0.15633755213909675,0.19264904157304222
OAS1,0.2558395178535938,0.5468639434070681
OASL,-0.6017396512724639,0.25271447154228743
PIAS1,0.4359247160811222,-0.11635011191230032
S100A10,-0.031028742455823877,0.015330082387431533
S100A11,-0.3970457417587329,-0.5126865959607577
SOCS3,0.4143823346291489,-0.23905469550617764
STAT1,0.7786990785960457,-0.13507549468251004
STAT2,0.6413879861018894,-0.04901298518781739
TRAF3,0.45510040317313666,0.00673330097388818
TRAF6,0.08592446447443675,-0.2270812047261111
TRIM16,-0.3581016977757401,0.3031345119854242
TRIM16L,-0.8860863626788179,-0.2275830399027693
TRIM17,0.8460554652364313,0.16731520901627692
TRIM2,0.2344332445541389,0.9787931045242518
TRIM21,0.1695296335304553,-0.06058087201735089
TRIM22,0.7204284215472806,0.6338778276708436
TRIM23,-0.09571600553904837,0.7346449988393966
TRIM24,0.270704823838871,0.0929005621387096
TRIM25,0.6294902508942093,-0.058549941392506195
TRIM26,0.4590333083394423,0.13915445827593592
TRIM28,0.022746570975619735,-0.07597324247946831
TRIM29,2.2401836524708787,-0.03641933364862642
USP18,-0.326949699026103,0.05518539567275878
BCL2L11,0.05773480919445599,0.6422993397640098
BID,0.09091739491109686,0.02647741881902215
CASP1,0.6100083253346452,0.17862862767755663
CASP3,0.48539782051464336,0.6425109305157539
CASP4,0.27823899720068007,-0.0396693979464764
CASP7,-0.23308132890005365,-0.18227421535507368
FAS,0.5499085344655193,0.5675002292980685
GADD45B,0.08313796924619248,-0.19273236641924563
ARL6IP1,-0.16272217074430287,0.3581687572373922
CFLAR,0.7161787508332932,0.03143826170640828
ACER3,0.36591412962553826,0.27580243714771574
CASP10,0.1977276173932162,0.2556612697099835
CASP8,0.24884148012509083,0.010167113246596702
APLP2,0.3141371111376785,-0.3115644002580742
CALM1,0.3204591289550668,-0.13320764937562354
CFB,-1.709538340211804,-2.649669182035054
DDX5,0.4674436271099466,0.09939803509068322
EDN1,-0.42802629376296175,-0.1435504227885213
ENO1,-0.3354891955460553,-0.5199983956023259
F2,inf,1.708201672332207
FLNB,-0.4483253300018498,-0.18803103126504872
FN1,-2.5890675527246976,-2.609772543439686
GJA1,-2.067824229297976,-6.9451164060756865
ITGAM,0.7153816849923096,-0.04485623898031024
LDHA,-0.33263322857036093,0.009107350063426403
NLRP6,0.42811639519568,0.03885012437143916
PLAT,-1.6016161508960693,-1.9533177525139638
PLAU,-0.44809892943438623,-0.3201788665764168
PLG,1.2086745091065367,-0.5622024730959321
PRSS1,0.848618813798699,0.7194696201179184
SERPINA1,0.2083071746292896,-0.22766187814573957
SERPINA5,inf,inf
SERPINB2,1.5726840175203247,0.6199338983898003
SERPINB8,0.20328210101857963,0.08286107321612389
SERPIND1,2.239010785366862,-0.056836426318303476
SERPINE1,-0.5022730905486161,-2.236646326429652
SERPINE2,-0.4392569848527886,-1.0794574315930017
SERPINF2,-0.6966214005709919,0.383524592207117
SERPING1,0.4530843513247053,1.7241236798054063
SIK2,-0.3367371872553711,0.0815471478127096
SOD1,-0.5109950714581771,0.4256104275785701
SOD2,0.023273200992418103,-0.5287472687516768
SOD3,0.19443703364376283,-3.7181435502070435
SRC,0.40234862917316067,-0.2610592798091218
VEGFA,0.17872187259636202,0.6692660419463216
VEGFB,0.00968818498775079,-0.09621252646562303
VEGFC,inf,-0.9731340472695291
RUNX1,0.6616677190620724,-0.014075291841811064
SLC22A4,-0.17129724445255262,0.22976538473936742
SLC2A1,-0.2648487544486495,0.8454274693250492
SLC2A4,-0.5981980488152789,1.3252157565462943
SLC4A2,0.35085940713173647,0.11817815085586775
SLC6A14,0.9500700937926149,-3.1406582851161358
MAPK12,-0.3527948715719612,-0.7118717159237162
PCSK9,-1.364060170927143,1.1651557494621605
SLC4A11,-0.741147261129754,-1.1144495159085241
ESRRA,0.5471983761728825,-0.11256520292187819
EEF1A1,0.11252385778431012,0.42265142880451784
BDKRB1,-1.3927953956592636,-0.43170694085863776
BDKRB2,inf,-2.8672936045301434
BATF2,1.6502915388402177,0.8914595524241354
ZFP36L1,0.503141049314048,-0.3131483250442782
MAPK13,1.015749121452471,-0.07269053960744298
S100A14,inf,0
FGF2,-2.9703055238033804,-1.7925036472204459
CTSB,-0.3787998156810825,-0.259276280630765
COL5A1,-3.2504740392043674,-1.4982354971508134
COL5A2,-5.391700083992263,-5.5511209821197385
MAPK3,-0.13209461006831774,-0.1903653116209838
NLRP12,0.3899617448652571,-0.5000488572320969
NLRP3,0.28634957926341253,-0.25373551043533754
KNG1,-1.8311423081590117,inf
SOCS1,0.5964986839487989,0.938981320207089
COL4A1,-1.1964685454669297,-5.059740243865775
COL4A2,-3.1383300204507294,-6.465569245401824
SERPINB9,0.21569141729033076,0.12374525473167895
C3,-2.4768236224813447,-1.9372301329373445
CSF1,-0.34108893290582404,-0.6568592965389539
CSF1R,0.3006956371330763,-0.3859573850897248
CSF2,inf,-4.107740292717196
CSF2RA,0.5691505333724385,-0.10516811461662195
CSF2RB,0.7503800475575064,0.01947876599047963
GATA3,0.6572492075207103,0.009571740232235474
IL17A,,
IL18,-0.3237963495948717,0.06713263525423836
IL18BP,0.336567653822744,-0.22400408136013084
IL18R1,0.9994755829087448,0.599464217413217
IL1B,0.24528985997704844,-0.4461057674352664
IL1RN,0.17203307132252463,-0.1891816383181022
IL32,-0.1692231363964465,-0.35454606571925307
IL6,-8.330261475947083,-6.720499678815959
IL6R,0.5286595219342685,-0.38141967964703744
IL7,0.4376651097489144,1.0042968045158382
ITGB2,0.6554814923010371,-0.5172991200829496
STAT6,0.5102046299533164,-0.0636597716860398
TGFB1,0.4640401041826644,-0.09154870763595596
TGFB2,-2.7830887433593405,-3.036190871558238
TGFBI,-0.6666200196783452,-0.7393070471133476
TGFBR1,0.42784970344015677,0.14502709119282567
TGFBR2,0.6080780376296779,0.15694940442971428
TNF,0.7122900795058258,-0.29622296680738475
TNFAIP1,0.06348471707275564,-0.15746930689255095
TNFAIP2,0.7173544691240954,-0.2329405549255345
TNFAIP3,0.47927876529795616,0.25942614946447656
TNFRSF10B,0.48485500975587786,-0.23356908836436552
TNFRSF10C,0.5666678939472589,-0.13108141833532172
TNFRSF10D,-0.27984376648681675,-0.420218936515014
TNFSF10,0.4982123167075857,0.15141943122385013
TNFSF14,-0.341570734873233,0.4898210404544491
TNS4,3.3377299101373565,0.054173299612858786
SERPINB1,0.17846605264677148,0.07140170376959323
MSN,0.42786777281454186,-0.3563597595391194
TRIM27,0.02554405397372161,-0.16883830695936247
BST1,0.5272755962360938,-0.025128282204262494
ENOSF1,0.020204945883891746,-0.1882162147611167
ARHGEF26,0.6017144955823592,-0.43921823520388964
CDH3,-3.243584072772103,-1.2030058989961068
CD44,-0.01895393509734149,-0.09055619907029407
ITGA3,-0.8437994536338467,-0.6110733886452837
ITGAL,0.6499866371743566,-0.18934660294898314
RHOG,0.08496728907978313,-0.33670050893636844
DNM1L,0.3746445730581908,0.2581241699058101
RIPK1,0.22529765398515372,-0.32241994574684196
IKBKG,0.18165950762827993,-0.15216916695721927
PNRC1,0.03063052153301724,-0.02948651605973905
HLA-DQA2,0,0
HHLA2,-1.4093564240743683,0.19827010157966923
HLA-A,1.7020499809394907,0.07787256589021616
HLA-B,0.7691269214159296,-0.11759713791546038
HLA-DOB,-0.570907494918154,-0.5534552725573163
HLA-DRB1,0.12846418846513927,-1.2120789010857402
HLA-E,1.7033860166991077,0.46828779359580647
HLA-F,0.9469712383572039,-0.5807360457118547
HLA-F-AS1,,
HLA-G,-1.7949340374614962,0.8076576181254652
HLA-H,3.1912556397852776,1.0467489044003286
HLA-J,-0.21476757813809869,0.1091859098806789
HLA-L,0.1891114683766241,0.2339741905540798
IFI30,-0.17371430490535789,-0.09886205371904325
FGFR1,-1.4159354127582822,-0.653378206016301
FGFR2,-0.12147503969523325,-0.2984528376228047
FOS,1.9092134535745418,-0.14459610237156187
ICAM1,-1.1042025574612389,-0.7226728840300652
JUN,-1.9580287558858893,-1.465445818200967
JUNB,0.565791633711839,-0.20413774372981958
JUND,0.1718045056419596,-0.0010927844092493894
MAP3K8,0.5099132980836417,0.20079440002522786
CCL2,-0.4714031125507645,-2.101068104934616
CCL20,1.2127968149562,0.1849143612495843
CX3CL1,-0.6107812381758133,-0.1350482685718715
CXCL1,-0.19862037566648102,-0.4463830847423468
CXCL10,0.37730909603151386,1.2344418159780544
CXCL11,2.0084260465132604,1.2355054337931897
CXCL2,-3.48782729926569,-3.2470897573988364
CXCL3,0.49179497399442695,0.18666383781885518
CXCL5,0.6531168538008673,0.22001728063719478
CXCL6,-0.43746175699070405,-0.2105862541586876
SERPINF1,-0.026631502923651355,0.2969183998531777
COL1A1,-3.3744777318719543,-6.121470183865413
ACE,0.8889218782852276,-0.5218123510875834
AGT,inf,inf
REN,inf,inf
IGF1R,1.212922134434362,-0.8276889256118389
ATP6AP2,1.0429525268339448,0.8443069340279437
IGF1,inf,2.89293766130052
VDR,0.2893224857137503,-0.42434602463955745
IFNGR1,0.33120662063199496,0.20430514527890484
IFNGR2,0.41915651883980065,-0.11268483078955563
ACE2,2.2747125526328213,0.7022222299276701
ADAM17,0.7103192656349555,0.1309520945121451
ADAMTSL5,-1.0506690093594566,-0.8182927659923009
AGTR1,1.53775142975007,-1.4539660396327398
AGTR2,0,0
CAV1,-1.6870038802950091,-2.116450103687476
CAV2,-0.7453764234395897,-1.0512347246735048
CD14,0.4466412533774737,-0.2761740899207066
CD209,0.44287980133017185,-0.49055699310774387
CLEC4E,0.8749154567330163,0.6960118996259305
EGFR,-0.15110777362915084,-7.302264740303534
HNRNPC,0.019652007070822118,0.20608782725140865
IRAK2,0.3969266214958408,0.0022664646939467487
MAPK11,0.33805921053840055,-0.11304653055936201
MRC1,2.3593892802351686,0.5433384626641424
MYD88,0.5392679197577537,0.12644125053591132
SMAD3,0.5227394567644423,0.09818750085284439
SMAD4,0.46423486780626044,0.12847394733536277
TIMP2,0.35155061670654064,-0.3466238932354507
TIMP3,1.735956022236512,-1.3606542939096187
TIMP4,0.9287497177907893,-0.3086591069065085
TLR1,0.6757058052246108,-0.05504037856329597
TLR10,0.5892650915229394,-0.05092142725729293
TLR2,0.5978915625829153,0.1909672467657905
TLR3,2.4989048291156655,-0.33164434679299726
TLR4,0.7831447308819862,0.2463721299329545
TLR5,0.9404879761277068,0.4129811271644787
TLR6,0.8657912715291998,-0.074662698744656
TLR7,0.167681937847086,-0.07144992383324351
TLR8,0.6433232065402692,-0.04384151987799095
TLR8-AS1,,
TLR9,0.683253952395727,-0.04477302203004223
TMPRSS2,3.466598635419304,inf
TMPRSS7,0,0
MAPK1,0.09670796282217387,0.0891713738120727
S100A6,0.14631506841981914,-0.05532920551396083
APP,-0.5927547556759541,-0.7002588435430213
JAK1,0.8625710119935456,-0.2365665511912603
MAPK1IP1L,-0.33858436516840695,0.019914367070948874
NFKBIA,0.05972541536513188,0.14122971697134476
PIK3AP1,0.578740255259186,0.28219910424307026
RIOK2,0.2279105704818771,0.5903848620340176
RPL11,0.014832615300084522,0.67553675192425
RPL26,0.597148111708002,0.36645236972911643
SOCS2,0.044750599815198355,0.23449415466499252
SOCS2-AS1,,
SOCS4,0.20950579167459363,0.37355019976895365
SOCS5,0.3233653536884848,0.5458714872138253
SOCS6,0.2661860929224867,0.340480437044128
SOCS7,,
STAT3,0.539421166970902,-0.3111604235685785
STAT4,0.5906607669427224,-0.2272049859461351
STAT5A,0.5808639757506523,-0.2762338962419845
STAT5B,0.5591248928545073,-0.18048914612334155
TRAF2,0.5227681169384203,0.04063836624412462
ZNFX1,-0.05501258838449686,-0.30113369450782435
NOTCH2,0.4069782014805359,-0.11702052794350652
NT5DC1,0.5433989274518738,0.33000581579825544
SLC4A1AP,-0.28600284172990453,-0.45906289512896103
KPNA2,-0.8541079692209023,0.12452495665548739
KPNA3,0.14974769346136568,0.17722807419357095
KPNA4,-0.2380601504959847,-0.08266612207942123
KPNA5,0.24606362368933762,0.24378111816617182
KPNA6,-0.2788499103882108,-0.11059353280229588
TRIM3,-0.07306362985504905,0.2366052415356999
SLC2A10,-2.0763675562642816,-2.46396935537548
HLA-C,1.517096953015625,-0.8742927020780308
CXCL12,0.658146712715454,-3.501636487195741
IGF2,0.9710104031487735,3.2455477914520956
IGF2R,0.9372356114834313,-0.4092400285631524
TMPRSS4,-0.5685798349817506,0.4833513672743568
CRP,inf,inf
HIF1A,0.44495724588773844,0.1490516185679313
LGALS3,-0.09888467148444932,-0.2920232753009595
TNFRSF1A,0.43293891618885194,-0.21282089208060775
TNFRSF1B,0.4552261638523225,-0.44832300306046274
GAPDH,0.0,0.0
AGER,-0.4696926351382096,-0.2889446495853245
RELA,0.07561300004671434,-0.199108892499581
HMGB1,0.14105909267156488,0.5055399382302388
ESR1,0.6110192764249209,0.6800670977974053
ESR2,1.1234451294944823,-0.8350035352114953
RAN,-0.053427809732230346,0.4939318514866285
NLRX1,0.4722963807863687,-0.41614407145730126
P2RY6,1.6530763091628273,0.5606117285022459
PTPN11,-0.03661909831711925,0.031002061837191484
GSK3B,0.2577015370287651,-0.23536187972531938
